permutation;execution_tree;approx_time;actual_time
[3 0 1 5 2 4 6];(((((lineorderX(customer𝜎c_region∊['ASIA']))Xsupplier)X(date𝜎d_year≥1992))𝜎s_region∊['ASIA'])𝜎d_year≤1997);8.581871927572298;1.6958281993865967
[6 2 0 5 4 3 1];(((((lineorderX(date𝜎d_year≤1997))Xcustomer)𝜎d_year≥1992)𝜎c_region∊['ASIA'])X(supplier𝜎s_region∊['ASIA']));8.590653179091989;6.2003703117370605
[2 1 5 3 6 4 0];((((((lineorderXdate)Xsupplier)𝜎d_year≥1992)𝜎d_year≤1997)𝜎s_region∊['ASIA'])X(customer𝜎c_region∊['ASIA']));8.58040006406599;7.903093576431274
[5 6 1 4 0 2 3];(((((lineorderXsupplier)𝜎s_region∊['ASIA'])Xcustomer)X((date𝜎d_year≥1992)𝜎d_year≤1997))𝜎c_region∊['ASIA']);8.590593852098635;3.733703136444092
[0 2 3 4 5 1 6];((((((lineorderXcustomer)Xdate)𝜎c_region∊['ASIA'])𝜎d_year≥1992)X(supplier𝜎s_region∊['ASIA']))𝜎d_year≤1997);8.605535204045506;6.2560131549835205
[4 6 2 1 0 3 5];(((((lineorderX(date𝜎d_year≤1997))X(supplier𝜎s_region∊['ASIA']))Xcustomer)𝜎c_region∊['ASIA'])𝜎d_year≥1992);8.59067829518065;3.242893695831299
[3 5 2 1 6 0 4];(((((lineorderX(date𝜎d_year≥1992))Xsupplier)𝜎d_year≤1997)X(customer𝜎c_region∊['ASIA']))𝜎s_region∊['ASIA']);8.57964761691355;8.078908443450928
[4 0 2 3 1 6 5];((((((lineorderXcustomer)Xdate)𝜎c_region∊['ASIA'])X(supplier𝜎s_region∊['ASIA']))𝜎d_year≤1997)𝜎d_year≥1992);8.605535209756033;6.104601860046387
[0 6 1 4 5 2 3];(((((lineorderXcustomer)Xsupplier)𝜎s_region∊['ASIA'])X((date𝜎d_year≤1997)𝜎d_year≥1992))𝜎c_region∊['ASIA']);8.605453541838976;7.240342140197754
[1 3 5 0 4 6 2];((((lineorderXsupplier)X(customer𝜎c_region∊['ASIA']))𝜎s_region∊['ASIA'])X((date𝜎d_year≥1992)𝜎d_year≤1997));8.579601970200534;2.748145818710327
[0 3 5 6 1 4 2];(((((lineorderXcustomer)𝜎c_region∊['ASIA'])Xsupplier)𝜎s_region∊['ASIA'])X((date𝜎d_year≥1992)𝜎d_year≤1997));8.591657103763085;3.0763449668884277
[1 6 4 3 2 5 0];(((((lineorderXsupplier)𝜎s_region∊['ASIA'])X(date𝜎d_year≤1997))𝜎d_year≥1992)X(customer𝜎c_region∊['ASIA']));8.579167583147028;3.2100274562835693
[1 2 0 4 5 6 3];(((((((lineorderXsupplier)Xdate)Xcustomer)𝜎s_region∊['ASIA'])𝜎d_year≥1992)𝜎d_year≤1997)𝜎c_region∊['ASIA']);8.592228201496035;12.83494520187378
[3 2 6 5 0 1 4];((((((lineorderXdate)𝜎d_year≤1997)𝜎d_year≥1992)X(customer𝜎c_region∊['ASIA']))Xsupplier)𝜎s_region∊['ASIA']);8.579894270346172;4.347499370574951
[1 6 5 2 4 3 0];((((lineorderXsupplier)X((date𝜎d_year≤1997)𝜎d_year≥1992))𝜎s_region∊['ASIA'])X(customer𝜎c_region∊['ASIA']));8.579550523261696;6.1256608963012695
[2 4 3 1 0 5 6];(((((lineorderXdate)X(supplier𝜎s_region∊['ASIA']))X(customer𝜎c_region∊['ASIA']))𝜎d_year≥1992)𝜎d_year≤1997);8.579894661662953;2.811358690261841
[0 4 3 1 2 6 5];((((((lineorderXcustomer)𝜎c_region∊['ASIA'])X(supplier𝜎s_region∊['ASIA']))Xdate)𝜎d_year≤1997)𝜎d_year≥1992);8.591726274146437;2.798063039779663
[3 2 0 4 5 1 6];(((((lineorderXdate)X(customer𝜎c_region∊['ASIA']))𝜎d_year≥1992)X(supplier𝜎s_region∊['ASIA']))𝜎d_year≤1997);8.580236843411853;2.8313777446746826
[0 5 1 3 4 2 6];((((((lineorderXcustomer)Xsupplier)𝜎c_region∊['ASIA'])𝜎s_region∊['ASIA'])X(date𝜎d_year≥1992))𝜎d_year≤1997);8.605591105009006;6.708163022994995
[2 3 4 6 1 0 5];(((((lineorderXdate)𝜎d_year≤1997)X(supplier𝜎s_region∊['ASIA']))X(customer𝜎c_region∊['ASIA']))𝜎d_year≥1992);8.579546950911249;3.5247550010681152
[6 2 5 3 1 4 0];(((((lineorderX(date𝜎d_year≤1997))𝜎d_year≥1992)Xsupplier)𝜎s_region∊['ASIA'])X(customer𝜎c_region∊['ASIA']));8.579316369574515;6.694025754928589
[3 0 5 6 1 4 2];((((lineorderX(customer𝜎c_region∊['ASIA']))Xsupplier)𝜎s_region∊['ASIA'])X((date𝜎d_year≥1992)𝜎d_year≤1997));8.581201500609899;1.121579647064209
[3 1 5 4 2 0 6];(((((lineorderXsupplier)𝜎s_region∊['ASIA'])X(date𝜎d_year≥1992))X(customer𝜎c_region∊['ASIA']))𝜎d_year≤1997);8.579167586316611;3.127210855484009
[5 2 3 6 0 4 1];((((lineorderX(date𝜎d_year≥1992))𝜎d_year≤1997)X(customer𝜎c_region∊['ASIA']))X(supplier𝜎s_region∊['ASIA']));8.579016268470276;3.4209704399108887
[5 0 4 6 1 3 2];((((lineorderXcustomer)X(supplier𝜎s_region∊['ASIA']))𝜎c_region∊['ASIA'])X((date𝜎d_year≥1992)𝜎d_year≤1997));8.604971734145906;2.8534369468688965
[3 1 0 4 5 2 6];(((((lineorderXsupplier)X(customer𝜎c_region∊['ASIA']))𝜎s_region∊['ASIA'])X(date𝜎d_year≥1992))𝜎d_year≤1997);8.579743777599289;2.852604627609253
[0 2 4 6 5 1 3];((((((lineorderXcustomer)Xdate)𝜎d_year≤1997)𝜎d_year≥1992)X(supplier𝜎s_region∊['ASIA']))𝜎c_region∊['ASIA']);8.605745150769815;8.436513185501099
[3 5 4 1 2 6 0];((((lineorderX(supplier𝜎s_region∊['ASIA']))X(date𝜎d_year≥1992))𝜎d_year≤1997)X(customer𝜎c_region∊['ASIA']));8.578809890207037;1.3493292331695557
[5 1 0 6 3 4 2];(((((lineorderXsupplier)Xcustomer)𝜎c_region∊['ASIA'])𝜎s_region∊['ASIA'])X((date𝜎d_year≥1992)𝜎d_year≤1997));8.591171048201039;6.5031585693359375
[4 6 3 2 0 1 5];((((lineorderX(date𝜎d_year≤1997))X(customer𝜎c_region∊['ASIA']))X(supplier𝜎s_region∊['ASIA']))𝜎d_year≥1992);8.579363308308443;2.3406710624694824
[0 2 5 6 1 4 3];(((((((lineorderXcustomer)Xdate)𝜎d_year≥1992)𝜎d_year≤1997)Xsupplier)𝜎s_region∊['ASIA'])𝜎c_region∊['ASIA']);8.606172808547385;13.34489917755127
[0 2 3 5 4 6 1];((((((lineorderXcustomer)Xdate)𝜎c_region∊['ASIA'])𝜎d_year≥1992)𝜎d_year≤1997)X(supplier𝜎s_region∊['ASIA']));8.605535201559855;6.315199136734009
[0 1 5 4 6 2 3];(((((lineorderXcustomer)Xsupplier)𝜎s_region∊['ASIA'])X((date𝜎d_year≥1992)𝜎d_year≤1997))𝜎c_region∊['ASIA']);8.605453541838976;7.309037923812866
[2 0 6 4 3 1 5];((((((lineorderXdate)Xcustomer)𝜎d_year≤1997)𝜎c_region∊['ASIA'])X(supplier𝜎s_region∊['ASIA']))𝜎d_year≥1992);8.591508937303539;6.935663938522339
[2 1 5 4 3 6 0];((((((lineorderXdate)Xsupplier)𝜎d_year≥1992)𝜎s_region∊['ASIA'])𝜎d_year≤1997)X(customer𝜎c_region∊['ASIA']));8.580357854197876;7.607061386108398
[3 6 0 4 2 5 1];((((lineorderX(customer𝜎c_region∊['ASIA']))X(date𝜎d_year≤1997))𝜎d_year≥1992)X(supplier𝜎s_region∊['ASIA']));8.58102312021589;1.2417449951171875
[1 2 6 0 3 4 5];(((((((lineorderXsupplier)Xdate)𝜎d_year≤1997)Xcustomer)𝜎c_region∊['ASIA'])𝜎s_region∊['ASIA'])𝜎d_year≥1992);8.591940856188927;12.752087116241455
[5 0 2 4 1 6 3];(((((lineorderXcustomer)X(date𝜎d_year≥1992))X(supplier𝜎s_region∊['ASIA']))𝜎d_year≤1997)𝜎c_region∊['ASIA']);8.605457748937193;6.412231206893921
[2 4 0 3 5 6 1];((((((lineorderXdate)Xcustomer)𝜎c_region∊['ASIA'])𝜎d_year≥1992)𝜎d_year≤1997)X(supplier𝜎s_region∊['ASIA']));8.591456721120807;6.3284173011779785
[5 6 0 4 2 3 1];((((lineorderXcustomer)X((date𝜎d_year≥1992)𝜎d_year≤1997))𝜎c_region∊['ASIA'])X(supplier𝜎s_region∊['ASIA']));8.604980768590961;5.6638288497924805
[3 0 1 5 6 2 4];((((lineorderX(customer𝜎c_region∊['ASIA']))Xsupplier)X((date𝜎d_year≥1992)𝜎d_year≤1997))𝜎s_region∊['ASIA']);8.581703909715374;1.623373031616211
[4 2 1 5 6 3 0];(((((lineorderXdate)X(supplier𝜎s_region∊['ASIA']))𝜎d_year≥1992)𝜎d_year≤1997)X(customer𝜎c_region∊['ASIA']));8.579826962306234;3.051064968109131
[2 6 0 1 4 5 3];(((((((lineorderXdate)𝜎d_year≤1997)Xcustomer)Xsupplier)𝜎s_region∊['ASIA'])𝜎d_year≥1992)𝜎c_region∊['ASIA']);8.591827676605728;11.903437614440918
[2 0 4 1 5 6 3];((((((lineorderXdate)Xcustomer)X(supplier𝜎s_region∊['ASIA']))𝜎d_year≥1992)𝜎d_year≤1997)𝜎c_region∊['ASIA']);8.592156405664667;6.784125089645386
[1 2 6 3 5 0 4];((((((lineorderXsupplier)Xdate)𝜎d_year≤1997)𝜎d_year≥1992)X(customer𝜎c_region∊['ASIA']))𝜎s_region∊['ASIA']);8.580249795482292;8.597570657730103
[3 4 1 2 0 6 5];(((((lineorderX(supplier𝜎s_region∊['ASIA']))Xdate)X(customer𝜎c_region∊['ASIA']))𝜎d_year≤1997)𝜎d_year≥1992);8.579204769162349;1.2028450965881348
[5 4 2 0 3 6 1];(((((lineorderX(date𝜎d_year≥1992))Xcustomer)𝜎c_region∊['ASIA'])𝜎d_year≤1997)X(supplier𝜎s_region∊['ASIA']));8.590628811965976;6.221923589706421
[5 3 0 2 1 6 4];(((((lineorderX(customer𝜎c_region∊['ASIA']))X(date𝜎d_year≥1992))Xsupplier)𝜎d_year≤1997)𝜎s_region∊['ASIA']);8.581654468659165;1.841214656829834
[1 4 0 6 2 5 3];((((((lineorderXsupplier)𝜎s_region∊['ASIA'])Xcustomer)X(date𝜎d_year≤1997))𝜎d_year≥1992)𝜎c_region∊['ASIA']);8.590735660337227;3.896731376647949
[1 5 3 2 6 0 4];(((((lineorderXsupplier)X(date𝜎d_year≥1992))𝜎d_year≤1997)X(customer𝜎c_region∊['ASIA']))𝜎s_region∊['ASIA']);8.579887172088844;7.907191038131714
[0 2 3 4 1 5 6];((((((lineorderXcustomer)Xdate)𝜎c_region∊['ASIA'])X(supplier𝜎s_region∊['ASIA']))𝜎d_year≥1992)𝜎d_year≤1997);8.605535209756033;6.178810119628906
[6 5 3 2 1 4 0];((((lineorderX((date𝜎d_year≤1997)𝜎d_year≥1992))Xsupplier)𝜎s_region∊['ASIA'])X(customer𝜎c_region∊['ASIA']));8.579126255455432;5.904680252075195
[4 5 3 6 1 2 0];(((lineorderX(supplier𝜎s_region∊['ASIA']))X((date𝜎d_year≥1992)𝜎d_year≤1997))X(customer𝜎c_region∊['ASIA']));8.57870013269156;1.0225341320037842
[5 2 6 4 0 1 3];(((((lineorderX(date𝜎d_year≥1992))𝜎d_year≤1997)Xcustomer)X(supplier𝜎s_region∊['ASIA']))𝜎c_region∊['ASIA']);8.590599459971385;6.671702146530151
[0 1 3 6 2 5 4];((((((lineorderXcustomer)Xsupplier)𝜎c_region∊['ASIA'])X(date𝜎d_year≤1997))𝜎d_year≥1992)𝜎s_region∊['ASIA']);8.605591113042387;7.4077770709991455
[2 0 1 3 6 5 4];(((((((lineorderXdate)Xcustomer)Xsupplier)𝜎c_region∊['ASIA'])𝜎d_year≤1997)𝜎d_year≥1992)𝜎s_region∊['ASIA']);8.592624389788858;12.34644341468811
[2 0 1 5 4 6 3];(((((((lineorderXdate)Xcustomer)Xsupplier)𝜎d_year≥1992)𝜎s_region∊['ASIA'])𝜎d_year≤1997)𝜎c_region∊['ASIA']);8.59267817226773;13.03850793838501
[2 6 3 0 4 1 5];(((((lineorderXdate)𝜎d_year≤1997)X(customer𝜎c_region∊['ASIA']))X(supplier𝜎s_region∊['ASIA']))𝜎d_year≥1992);8.579800075860149;3.3130080699920654
[1 0 3 5 2 4 6];((((((lineorderXsupplier)Xcustomer)𝜎c_region∊['ASIA'])X(date𝜎d_year≥1992))𝜎s_region∊['ASIA'])𝜎d_year≤1997);8.591316093605805;7.273001670837402
[0 2 1 3 4 5 6];(((((((lineorderXcustomer)Xdate)Xsupplier)𝜎c_region∊['ASIA'])𝜎s_region∊['ASIA'])𝜎d_year≥1992)𝜎d_year≤1997);8.606704673586677;11.742522239685059
[0 4 5 2 3 6 1];(((((lineorderXcustomer)X(date𝜎d_year≥1992))𝜎c_region∊['ASIA'])𝜎d_year≤1997)X(supplier𝜎s_region∊['ASIA']));8.605146731038525;6.0797038078308105
[1 2 6 0 5 3 4];(((((((lineorderXsupplier)Xdate)𝜎d_year≤1997)Xcustomer)𝜎d_year≥1992)𝜎c_region∊['ASIA'])𝜎s_region∊['ASIA']);8.591959756188052;13.643310070037842
[0 4 6 5 2 3 1];((((lineorderXcustomer)X((date𝜎d_year≤1997)𝜎d_year≥1992))𝜎c_region∊['ASIA'])X(supplier𝜎s_region∊['ASIA']));8.604980768590961;5.592845678329468
[2 3 1 6 4 5 0];((((((lineorderXdate)Xsupplier)𝜎d_year≤1997)𝜎s_region∊['ASIA'])𝜎d_year≥1992)X(customer𝜎c_region∊['ASIA']));8.580357854197876;7.277097463607788
[2 4 5 1 3 0 6];(((((lineorderXdate)𝜎d_year≥1992)X(supplier𝜎s_region∊['ASIA']))X(customer𝜎c_region∊['ASIA']))𝜎d_year≤1997);8.579546950911249;3.6188533306121826
[1 2 5 3 6 4 0];((((((lineorderXsupplier)Xdate)𝜎d_year≥1992)𝜎d_year≤1997)𝜎s_region∊['ASIA'])X(customer𝜎c_region∊['ASIA']));8.580140629350959;7.77080225944519
[4 1 2 0 5 3 6];((((((lineorderX(supplier𝜎s_region∊['ASIA']))Xdate)Xcustomer)𝜎d_year≥1992)𝜎c_region∊['ASIA'])𝜎d_year≤1997);8.590772880983458;2.123464822769165
[1 2 3 4 5 0 6];((((((lineorderXsupplier)Xdate)𝜎s_region∊['ASIA'])𝜎d_year≥1992)X(customer𝜎c_region∊['ASIA']))𝜎d_year≤1997);8.580083932903921;6.7027764320373535
[5 4 2 6 1 0 3];(((((lineorderX(date𝜎d_year≥1992))𝜎d_year≤1997)X(supplier𝜎s_region∊['ASIA']))Xcustomer)𝜎c_region∊['ASIA']);8.590536449141567;4.0676350593566895
[2 5 3 4 0 6 1];(((((lineorderXdate)𝜎d_year≥1992)X(customer𝜎c_region∊['ASIA']))𝜎d_year≤1997)X(supplier𝜎s_region∊['ASIA']));8.579643150141065;3.5983808040618896
[4 3 0 5 1 2 6];((((lineorderX(customer𝜎c_region∊['ASIA']))X(supplier𝜎s_region∊['ASIA']))X(date𝜎d_year≥1992))𝜎d_year≤1997);8.580926920986075;0.683659553527832
[0 1 4 3 5 2 6];((((((lineorderXcustomer)Xsupplier)𝜎s_region∊['ASIA'])𝜎c_region∊['ASIA'])X(date𝜎d_year≥1992))𝜎d_year≤1997);8.60559210796999;6.634913444519043
[0 2 1 6 5 4 3];(((((((lineorderXcustomer)Xdate)Xsupplier)𝜎d_year≤1997)𝜎d_year≥1992)𝜎s_region∊['ASIA'])𝜎c_region∊['ASIA']);8.606773198350709;13.500301361083984
[5 2 6 1 3 0 4];(((((lineorderX(date𝜎d_year≥1992))𝜎d_year≤1997)Xsupplier)X(customer𝜎c_region∊['ASIA']))𝜎s_region∊['ASIA']);8.579457502794467;6.804570198059082
[1 3 2 0 4 6 5];((((((lineorderXsupplier)Xdate)X(customer𝜎c_region∊['ASIA']))𝜎s_region∊['ASIA'])𝜎d_year≤1997)𝜎d_year≥1992);8.58066013150637;6.47584080696106
[6 1 2 4 0 3 5];((((((lineorderXsupplier)X(date𝜎d_year≤1997))𝜎s_region∊['ASIA'])Xcustomer)𝜎c_region∊['ASIA'])𝜎d_year≥1992);8.591284558292312;6.731099605560303
[0 6 4 1 2 5 3];(((((lineorderXcustomer)X(supplier𝜎s_region∊['ASIA']))X(date𝜎d_year≤1997))𝜎d_year≥1992)𝜎c_region∊['ASIA']);8.605204623988293;3.524296522140503
[6 1 0 2 5 4 3];((((((lineorderXsupplier)Xcustomer)X(date𝜎d_year≤1997))𝜎d_year≥1992)𝜎s_region∊['ASIA'])𝜎c_region∊['ASIA']);8.591884913021495;12.397631168365479
[2 6 1 5 3 0 4];((((((lineorderXdate)𝜎d_year≤1997)Xsupplier)𝜎d_year≥1992)X(customer𝜎c_region∊['ASIA']))𝜎s_region∊['ASIA']);8.580084384465255;8.098077535629272
[4 6 2 3 1 0 5];((((lineorderX(date𝜎d_year≤1997))X(supplier𝜎s_region∊['ASIA']))X(customer𝜎c_region∊['ASIA']))𝜎d_year≥1992);8.579110183359543;2.4396748542785645
[6 4 3 1 2 5 0];((((lineorderX(supplier𝜎s_region∊['ASIA']))X(date𝜎d_year≤1997))𝜎d_year≥1992)X(customer𝜎c_region∊['ASIA']));8.578809890207037;1.2321946620941162
[6 2 5 0 3 1 4];((((((lineorderX(date𝜎d_year≤1997))𝜎d_year≥1992)Xcustomer)𝜎c_region∊['ASIA'])Xsupplier)𝜎s_region∊['ASIA']);8.590879351645087;6.885408163070679
[0 1 4 2 3 5 6];(((((((lineorderXcustomer)Xsupplier)𝜎s_region∊['ASIA'])Xdate)𝜎c_region∊['ASIA'])𝜎d_year≥1992)𝜎d_year≤1997);8.605935498310815;7.36047887802124
[6 3 2 1 0 5 4];(((((lineorderX(date𝜎d_year≤1997))Xsupplier)X(customer𝜎c_region∊['ASIA']))𝜎d_year≥1992)𝜎s_region∊['ASIA']);8.579837731032633;6.204977989196777
[4 3 2 0 6 5 1];(((((lineorderXdate)X(customer𝜎c_region∊['ASIA']))𝜎d_year≤1997)𝜎d_year≥1992)X(supplier𝜎s_region∊['ASIA']));8.580079917692768;2.7790474891662598
[3 4 0 6 5 2 1];(((lineorderX(customer𝜎c_region∊['ASIA']))X((date𝜎d_year≤1997)𝜎d_year≥1992))X(supplier𝜎s_region∊['ASIA']));8.580833006096807;0.9663827419281006
[2 0 6 1 3 4 5];(((((((lineorderXdate)Xcustomer)𝜎d_year≤1997)Xsupplier)𝜎c_region∊['ASIA'])𝜎s_region∊['ASIA'])𝜎d_year≥1992);8.592256369902856;12.543256282806396
[3 5 6 1 4 2 0];((((lineorderXsupplier)𝜎s_region∊['ASIA'])X((date𝜎d_year≥1992)𝜎d_year≤1997))X(customer𝜎c_region∊['ASIA']));8.57902577555851;2.8984949588775635
[2 3 1 6 0 5 4];((((((lineorderXdate)Xsupplier)𝜎d_year≤1997)X(customer𝜎c_region∊['ASIA']))𝜎d_year≥1992)𝜎s_region∊['ASIA']);8.580588645063354;8.097243547439575
[2 5 0 3 4 1 6];((((((lineorderXdate)𝜎d_year≥1992)Xcustomer)𝜎c_region∊['ASIA'])X(supplier𝜎s_region∊['ASIA']))𝜎d_year≤1997);8.59106620403126;6.974510431289673
[2 1 5 3 6 0 4];((((((lineorderXdate)Xsupplier)𝜎d_year≥1992)𝜎d_year≤1997)X(customer𝜎c_region∊['ASIA']))𝜎s_region∊['ASIA']);8.580447007858703;8.799956798553467
[0 3 1 6 4 2 5];((((((lineorderXcustomer)𝜎c_region∊['ASIA'])Xsupplier)𝜎s_region∊['ASIA'])X(date𝜎d_year≤1997))𝜎d_year≥1992);8.59179891288284;3.063047409057617
[2 6 4 0 1 3 5];((((((lineorderXdate)𝜎d_year≤1997)Xcustomer)X(supplier𝜎s_region∊['ASIA']))𝜎c_region∊['ASIA'])𝜎d_year≥1992);8.591368187681256;6.6566386222839355
[1 3 4 2 6 5 0];((((((lineorderXsupplier)𝜎s_region∊['ASIA'])Xdate)𝜎d_year≤1997)𝜎d_year≥1992)X(customer𝜎c_region∊['ASIA']));8.579507735038598;3.247708559036255
[0 3 2 6 5 1 4];(((((((lineorderXcustomer)𝜎c_region∊['ASIA'])Xdate)𝜎d_year≤1997)𝜎d_year≥1992)Xsupplier)𝜎s_region∊['ASIA']);8.592140613892377;3.836672306060791
[2 3 5 1 0 6 4];((((((lineorderXdate)𝜎d_year≥1992)Xsupplier)X(customer𝜎c_region∊['ASIA']))𝜎d_year≤1997)𝜎s_region∊['ASIA']);8.58027449858434;7.422077655792236
[0 5 2 3 6 1 4];((((((lineorderXcustomer)X(date𝜎d_year≥1992))𝜎c_region∊['ASIA'])𝜎d_year≤1997)Xsupplier)𝜎s_region∊['ASIA']);8.605563812191484;6.589736700057983
[2 5 0 6 3 1 4];(((((((lineorderXdate)𝜎d_year≥1992)Xcustomer)𝜎d_year≤1997)𝜎c_region∊['ASIA'])Xsupplier)𝜎s_region∊['ASIA']);8.591507438355451;8.11041259765625
[5 3 1 6 0 2 4];((((lineorderXsupplier)X(customer𝜎c_region∊['ASIA']))X((date𝜎d_year≥1992)𝜎d_year≤1997))𝜎s_region∊['ASIA']);8.580126727264133;3.121614456176758
[3 6 1 4 2 0 5];(((((lineorderXsupplier)𝜎s_region∊['ASIA'])X(date𝜎d_year≤1997))X(customer𝜎c_region∊['ASIA']))𝜎d_year≥1992);8.57916758631661;2.967620372772217
[1 0 2 5 4 6 3];(((((((lineorderXsupplier)Xcustomer)Xdate)𝜎d_year≥1992)𝜎s_region∊['ASIA'])𝜎d_year≤1997)𝜎c_region∊['ASIA']);8.59226600143032;13.245264291763306
[2 0 1 4 3 6 5];(((((((lineorderXdate)Xcustomer)Xsupplier)𝜎s_region∊['ASIA'])𝜎c_region∊['ASIA'])𝜎d_year≤1997)𝜎d_year≥1992);8.59263469339449;11.803592920303345
[6 2 0 3 1 5 4];((((((lineorderX(date𝜎d_year≤1997))Xcustomer)𝜎c_region∊['ASIA'])Xsupplier)𝜎d_year≥1992)𝜎s_region∊['ASIA']);8.59104672239753;6.15300178527832
[3 6 1 5 2 0 4];((((lineorderXsupplier)X((date𝜎d_year≤1997)𝜎d_year≥1992))X(customer𝜎c_region∊['ASIA']))𝜎s_region∊['ASIA']);8.579697057969758;5.9966371059417725
[3 2 6 1 5 4 0];((((((lineorderXdate)𝜎d_year≤1997)Xsupplier)𝜎d_year≥1992)𝜎s_region∊['ASIA'])X(customer𝜎c_region∊['ASIA']));8.57996636053525;7.2205259799957275
[1 0 2 3 4 6 5];(((((((lineorderXsupplier)Xcustomer)Xdate)𝜎c_region∊['ASIA'])𝜎s_region∊['ASIA'])𝜎d_year≤1997)𝜎d_year≥1992);8.59222898977254;11.944131135940552
[5 1 3 6 2 4 0];((((lineorderXsupplier)X((date𝜎d_year≥1992)𝜎d_year≤1997))𝜎s_region∊['ASIA'])X(customer𝜎c_region∊['ASIA']));8.579550523261696;5.885514736175537
[4 5 2 1 6 0 3];(((((lineorderX(date𝜎d_year≥1992))X(supplier𝜎s_region∊['ASIA']))𝜎d_year≤1997)Xcustomer)𝜎c_region∊['ASIA']);8.590638646657043;3.452026844024658
[5 1 4 0 3 6 2];(((((lineorderXsupplier)𝜎s_region∊['ASIA'])Xcustomer)𝜎c_region∊['ASIA'])X((date𝜎d_year≥1992)𝜎d_year≤1997));8.59059384648602;3.030086040496826
[1 0 3 6 4 2 5];((((((lineorderXsupplier)Xcustomer)𝜎c_region∊['ASIA'])𝜎s_region∊['ASIA'])X(date𝜎d_year≤1997))𝜎d_year≥1992);8.591312853924602;6.405975341796875
[1 3 4 5 2 6 0];(((((lineorderXsupplier)𝜎s_region∊['ASIA'])X(date𝜎d_year≥1992))𝜎d_year≤1997)X(customer𝜎c_region∊['ASIA']));8.579167583147028;3.141710042953491
[5 0 3 2 6 4 1];(((((lineorderXcustomer)𝜎c_region∊['ASIA'])X(date𝜎d_year≥1992))𝜎d_year≤1997)X(supplier𝜎s_region∊['ASIA']));8.591383449715842;3.2025837898254395
[0 5 6 2 1 4 3];(((((lineorderXcustomer)X((date𝜎d_year≥1992)𝜎d_year≤1997))Xsupplier)𝜎s_region∊['ASIA'])𝜎c_region∊['ASIA']);8.605545926876594;10.627756357192993
[4 1 0 5 3 6 2];((((lineorderX(supplier𝜎s_region∊['ASIA']))Xcustomer)𝜎c_region∊['ASIA'])X((date𝜎d_year≥1992)𝜎d_year≤1997));8.590199868024452;1.205946445465088
[0 4 5 3 1 2 6];(((((lineorderXcustomer)𝜎c_region∊['ASIA'])X(supplier𝜎s_region∊['ASIA']))X(date𝜎d_year≥1992))𝜎d_year≤1997);8.591385556505369;2.686711311340332
[3 0 6 5 2 1 4];((((lineorderX(customer𝜎c_region∊['ASIA']))X((date𝜎d_year≤1997)𝜎d_year≥1992))Xsupplier)𝜎s_region∊['ASIA']);8.581274240421;1.5192079544067383
[1 6 5 0 2 3 4];(((((lineorderXsupplier)Xcustomer)X((date𝜎d_year≤1997)𝜎d_year≥1992))𝜎c_region∊['ASIA'])𝜎s_region∊['ASIA']);8.591694901662136;11.375028848648071
[1 3 6 0 2 5 4];(((((lineorderXsupplier)X(customer𝜎c_region∊['ASIA']))X(date𝜎d_year≤1997))𝜎d_year≥1992)𝜎s_region∊['ASIA']);8.580316841383219;3.305063486099243
[0 6 2 1 4 3 5];((((((lineorderXcustomer)X(date𝜎d_year≤1997))Xsupplier)𝜎s_region∊['ASIA'])𝜎c_region∊['ASIA'])𝜎d_year≥1992);8.60590663144293;10.673428535461426
[5 6 3 2 0 1 4];((((lineorderX((date𝜎d_year≥1992)𝜎d_year≤1997))X(customer𝜎c_region∊['ASIA']))Xsupplier)𝜎s_region∊['ASIA']);8.579267388675383;2.718186855316162
[4 2 6 0 3 1 5];((((((lineorderXdate)𝜎d_year≤1997)Xcustomer)𝜎c_region∊['ASIA'])X(supplier𝜎s_region∊['ASIA']))𝜎d_year≥1992);8.59106620403126;6.435872554779053
[0 2 3 1 5 6 4];(((((((lineorderXcustomer)Xdate)𝜎c_region∊['ASIA'])Xsupplier)𝜎d_year≥1992)𝜎d_year≤1997)𝜎s_region∊['ASIA']);8.60595229193776;6.84597110748291
[0 1 6 2 5 4 3];((((((lineorderXcustomer)Xsupplier)X(date𝜎d_year≤1997))𝜎d_year≥1992)𝜎s_region∊['ASIA'])𝜎c_region∊['ASIA']);8.606164578424242;12.518990516662598
[1 4 0 5 2 6 3];((((((lineorderXsupplier)𝜎s_region∊['ASIA'])Xcustomer)X(date𝜎d_year≥1992))𝜎d_year≤1997)𝜎c_region∊['ASIA']);8.590735660337227;3.8744089603424072
[0 2 1 5 6 4 3];(((((((lineorderXcustomer)Xdate)Xsupplier)𝜎d_year≥1992)𝜎d_year≤1997)𝜎s_region∊['ASIA'])𝜎c_region∊['ASIA']);8.606773198350709;13.639960289001465
[0 2 6 1 5 4 3];(((((((lineorderXcustomer)Xdate)𝜎d_year≤1997)Xsupplier)𝜎d_year≥1992)𝜎s_region∊['ASIA'])𝜎c_region∊['ASIA']);8.60636755302661;13.44088077545166
[1 4 6 2 5 0 3];((((((lineorderXsupplier)𝜎s_region∊['ASIA'])X(date𝜎d_year≤1997))𝜎d_year≥1992)Xcustomer)𝜎c_region∊['ASIA']);8.590735657167645;3.717721939086914
