permutation;execution_tree;approx_time;actual_time
[2 1 5 4 6 3 0];((((((lineorderXpart)Xsupplier)𝜎s_region∊['AMERICA'])𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])Xdate)X(customer𝜎c_region∊['AMERICA']));8.868979857478202;7.0352911949157715
[1 6 3 5 4 0 2];(((((lineorderXsupplier)Xdate)𝜎s_region∊['AMERICA'])X(customer𝜎c_region∊['AMERICA']))X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']));8.63584409952184;6.3207151889801025
[3 0 5 1 2 4 6];((((((lineorderXdate)Xcustomer)X(supplier𝜎s_region∊['AMERICA']))Xpart)𝜎c_region∊['AMERICA'])𝜎p_mfgr∊['MFGR#1', 'MFGR#2']);8.736964582716169;6.710619211196899
[4 5 3 2 6 1 0];(((((lineorderXdate)Xpart)𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])X(supplier𝜎s_region∊['AMERICA']))X(customer𝜎c_region∊['AMERICA']));8.724623819611383;7.627839803695679
[4 1 0 6 2 5 3];(((((lineorderXsupplier)X(customer𝜎c_region∊['AMERICA']))X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))𝜎s_region∊['AMERICA'])Xdate);8.636420295542294;2.8286333084106445
[0 4 1 6 2 3 5];((((((lineorderXcustomer)𝜎c_region∊['AMERICA'])Xsupplier)X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))Xdate)𝜎s_region∊['AMERICA']);8.647906684019368;3.443223476409912
[2 1 0 6 4 3 5];(((((((lineorderXpart)Xsupplier)Xcustomer)𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])𝜎c_region∊['AMERICA'])Xdate)𝜎s_region∊['AMERICA']);8.881123982813495;13.510751485824585
[3 6 2 5 0 4 1];(((((lineorderXdate)X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))Xcustomer)𝜎c_region∊['AMERICA'])X(supplier𝜎s_region∊['AMERICA']));8.647992565284525;5.395261764526367
[0 2 5 3 1 6 4];((((((lineorderXcustomer)Xpart)Xdate)X(supplier𝜎s_region∊['AMERICA']))𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])𝜎c_region∊['AMERICA']);8.765818570384006;12.909483194351196
[0 2 1 3 5 4 6];(((((((lineorderXcustomer)Xpart)Xsupplier)Xdate)𝜎s_region∊['AMERICA'])𝜎c_region∊['AMERICA'])𝜎p_mfgr∊['MFGR#1', 'MFGR#2']);8.766099694774347;20.230579614639282
[6 0 4 5 3 1 2];(((((lineorderXcustomer)𝜎c_region∊['AMERICA'])Xdate)X(supplier𝜎s_region∊['AMERICA']))X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']));8.647488470116452;3.0446829795837402
[6 1 0 4 2 3 5];((((((lineorderXsupplier)Xcustomer)𝜎c_region∊['AMERICA'])X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))Xdate)𝜎s_region∊['AMERICA']);8.647419650033648;6.850632905960083
[0 3 6 4 5 2 1];(((((lineorderXcustomer)Xdate)𝜎c_region∊['AMERICA'])X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))X(supplier𝜎s_region∊['AMERICA']));8.661295373512287;6.168354034423828
[0 2 3 1 5 4 6];(((((((lineorderXcustomer)Xpart)Xdate)Xsupplier)𝜎s_region∊['AMERICA'])𝜎c_region∊['AMERICA'])𝜎p_mfgr∊['MFGR#1', 'MFGR#2']);8.7663079495164;20.54797887802124
[5 0 4 1 6 3 2];(((((lineorderXcustomer)𝜎c_region∊['AMERICA'])X(supplier𝜎s_region∊['AMERICA']))Xdate)X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']));8.647488470116452;2.6527259349823
[6 3 1 0 5 4 2];((((((lineorderXdate)Xsupplier)Xcustomer)𝜎s_region∊['AMERICA'])𝜎c_region∊['AMERICA'])X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']));8.64818638170465;12.196150541305542
[4 0 3 5 1 2 6];(((((lineorderX(customer𝜎c_region∊['AMERICA']))Xdate)X(supplier𝜎s_region∊['AMERICA']))Xpart)𝜎p_mfgr∊['MFGR#1', 'MFGR#2']);8.726776481209248;1.1679012775421143
[0 3 6 2 4 1 5];((((((lineorderXcustomer)Xdate)X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))𝜎c_region∊['AMERICA'])Xsupplier)𝜎s_region∊['AMERICA']);8.66248585057942;7.968079328536987
[2 4 0 5 1 6 3];(((((lineorderXpart)X(customer𝜎c_region∊['AMERICA']))X(supplier𝜎s_region∊['AMERICA']))𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])Xdate);8.870655533226735;3.011155366897583
[4 2 3 5 0 6 1];(((((lineorderXpart)Xdate)X(customer𝜎c_region∊['AMERICA']))𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])X(supplier𝜎s_region∊['AMERICA']));8.869357068024827;7.294321537017822
[6 4 2 1 5 3 0];(((((lineorderX(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))Xsupplier)𝜎s_region∊['AMERICA'])Xdate)X(customer𝜎c_region∊['AMERICA']));8.683470049748324;2.367793321609497
[2 3 0 6 1 4 5];(((((((lineorderXpart)Xdate)Xcustomer)𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])Xsupplier)𝜎c_region∊['AMERICA'])𝜎s_region∊['AMERICA']);8.881342213918177;16.025002241134644
