permutation;execution_tree;actual_time;actual_mem_peak
[6 3 0 5 4 2 1];(((((lineorderXdate)Xcustomer)𝜎c_region∊['AMERICA'])X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))X(supplier𝜎s_region∊['AMERICA']));6.466895580291748;5865616581
[0 3 2 6 1 4 5];(((((((lineorderXcustomer)Xdate)Xpart)𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])Xsupplier)𝜎c_region∊['AMERICA'])𝜎s_region∊['AMERICA']);15.602312803268433;7119938738
[4 5 3 2 1 6 0];(((((lineorderXdate)Xpart)X(supplier𝜎s_region∊['AMERICA']))𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])X(customer𝜎c_region∊['AMERICA']));7.356313705444336;5968057911
[0 5 1 4 6 2 3];(((((lineorderXcustomer)X(supplier𝜎s_region∊['AMERICA']))𝜎c_region∊['AMERICA'])X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))Xdate);2.7933380603790283;3377460364
[0 3 4 5 2 6 1];((((((lineorderXcustomer)Xdate)𝜎c_region∊['AMERICA'])Xpart)𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])X(supplier𝜎s_region∊['AMERICA']));7.149914264678955;5439952787
[0 4 6 5 1 3 2];(((((lineorderXcustomer)𝜎c_region∊['AMERICA'])X(supplier𝜎s_region∊['AMERICA']))Xdate)X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']));2.8316564559936523;3377460364
[1 5 0 6 3 2 4];((((((lineorderXsupplier)𝜎s_region∊['AMERICA'])Xcustomer)Xdate)X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))𝜎c_region∊['AMERICA']);3.9311680793762207;3281441711
[0 3 6 5 4 1 2];(((((lineorderXcustomer)Xdate)𝜎c_region∊['AMERICA'])X(supplier𝜎s_region∊['AMERICA']))X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']));6.300129413604736;5439952915
[6 5 4 3 0 1 2];((((lineorderXdate)X(customer𝜎c_region∊['AMERICA']))X(supplier𝜎s_region∊['AMERICA']))X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']));2.63350248336792;4232064408
[4 2 0 3 1 6 5];((((((lineorderXpart)X(customer𝜎c_region∊['AMERICA']))Xdate)Xsupplier)𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])𝜎s_region∊['AMERICA']);4.899182319641113;3471994150
[3 0 4 5 2 1 6];((((((lineorderXdate)Xcustomer)𝜎c_region∊['AMERICA'])Xpart)X(supplier𝜎s_region∊['AMERICA']))𝜎p_mfgr∊['MFGR#1', 'MFGR#2']);7.070798873901367;5873612789
[2 1 5 0 4 6 3];(((((((lineorderXpart)Xsupplier)𝜎s_region∊['AMERICA'])Xcustomer)𝜎c_region∊['AMERICA'])𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])Xdate);8.08924651145935;4611313021
[0 5 4 2 3 6 1];((((((lineorderXcustomer)𝜎c_region∊['AMERICA'])Xpart)Xdate)𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])X(supplier𝜎s_region∊['AMERICA']));4.063493013381958;3377463453
[0 2 6 4 3 1 5];(((((((lineorderXcustomer)Xpart)𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])𝜎c_region∊['AMERICA'])Xdate)Xsupplier)𝜎s_region∊['AMERICA']);8.211382627487183;4671800045
[2 1 3 6 0 5 4];(((((((lineorderXpart)Xsupplier)Xdate)𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])Xcustomer)𝜎s_region∊['AMERICA'])𝜎c_region∊['AMERICA']);15.98801875114441;6579592611
[3 5 6 2 0 1 4];(((((lineorderXdate)X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))Xcustomer)X(supplier𝜎s_region∊['AMERICA']))𝜎c_region∊['AMERICA']);5.541172027587891;4241634608
[4 2 3 5 0 1 6];(((((lineorderXpart)Xdate)X(customer𝜎c_region∊['AMERICA']))X(supplier𝜎s_region∊['AMERICA']))𝜎p_mfgr∊['MFGR#1', 'MFGR#2']);7.492386817932129;5570016307
[0 2 3 6 4 1 5];(((((((lineorderXcustomer)Xpart)Xdate)𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])𝜎c_region∊['AMERICA'])Xsupplier)𝜎s_region∊['AMERICA']);14.17561388015747;6721810502
[6 3 1 4 0 2 5];(((((lineorderXdate)Xsupplier)X(customer𝜎c_region∊['AMERICA']))X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))𝜎s_region∊['AMERICA']);7.145720720291138;5769597805
[1 6 2 4 3 0 5];(((((lineorderXsupplier)X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))Xdate)X(customer𝜎c_region∊['AMERICA']))𝜎s_region∊['AMERICA']);5.464914083480835;3281441684
[6 2 4 1 3 0 5];(((((lineorderX(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))Xsupplier)Xdate)X(customer𝜎c_region∊['AMERICA']))𝜎s_region∊['AMERICA']);3.9588894844055176;2630931452
[2 3 6 0 1 5 4];(((((((lineorderXpart)Xdate)𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])Xcustomer)Xsupplier)𝜎s_region∊['AMERICA'])𝜎c_region∊['AMERICA']);11.790125370025635;5571504299
[6 2 1 4 0 3 5];(((((lineorderX(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))Xsupplier)X(customer𝜎c_region∊['AMERICA']))Xdate)𝜎s_region∊['AMERICA']);2.7829809188842773;1880854938
[4 2 6 1 5 3 0];((((((lineorderXpart)𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])Xsupplier)𝜎s_region∊['AMERICA'])Xdate)X(customer𝜎c_region∊['AMERICA']));4.957598447799683;3471994188
[2 5 6 1 0 3 4];((((((lineorderXpart)𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])X(supplier𝜎s_region∊['AMERICA']))Xcustomer)Xdate)𝜎c_region∊['AMERICA']);4.106456756591797;3473481492
[2 6 3 5 0 4 1];((((((lineorderXpart)𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])Xdate)Xcustomer)𝜎c_region∊['AMERICA'])X(supplier𝜎s_region∊['AMERICA']));6.622098684310913;3473481588
[2 5 3 4 0 6 1];(((((lineorderXpart)Xdate)X(customer𝜎c_region∊['AMERICA']))𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])X(supplier𝜎s_region∊['AMERICA']));7.762950420379639;5571417429
[1 5 4 2 6 0 3];((((((lineorderXsupplier)𝜎s_region∊['AMERICA'])Xpart)𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])X(customer𝜎c_region∊['AMERICA']))Xdate);3.2322640419006348;3281441588
[0 6 5 3 2 4 1];(((((lineorderXcustomer)Xdate)X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))𝜎c_region∊['AMERICA'])X(supplier𝜎s_region∊['AMERICA']));8.148683786392212;5431870041
[1 3 2 6 0 4 5];(((((((lineorderXsupplier)Xdate)Xpart)𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])Xcustomer)𝜎c_region∊['AMERICA'])𝜎s_region∊['AMERICA']);15.904773950576782;6977718728
[1 0 3 5 6 2 4];((((((lineorderXsupplier)Xcustomer)Xdate)𝜎s_region∊['AMERICA'])X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))𝜎c_region∊['AMERICA']);12.659454822540283;6448039464
[1 3 5 4 0 2 6];((((((lineorderXsupplier)Xdate)𝜎s_region∊['AMERICA'])X(customer𝜎c_region∊['AMERICA']))Xpart)𝜎p_mfgr∊['MFGR#1', 'MFGR#2']);6.7100670337677;5297732795
[5 6 1 3 0 2 4];(((((lineorderX(supplier𝜎s_region∊['AMERICA']))Xdate)Xcustomer)X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))𝜎c_region∊['AMERICA']);1.9084603786468506;1306082808
[3 1 4 5 0 2 6];((((((lineorderXdate)Xsupplier)𝜎s_region∊['AMERICA'])X(customer𝜎c_region∊['AMERICA']))Xpart)𝜎p_mfgr∊['MFGR#1', 'MFGR#2']);6.924335241317749;5777594013
[1 3 5 0 6 4 2];((((((lineorderXsupplier)Xdate)𝜎s_region∊['AMERICA'])Xcustomer)𝜎c_region∊['AMERICA'])X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']));7.447184324264526;5297733937
[3 6 1 4 5 0 2];(((((lineorderXdate)Xsupplier)𝜎s_region∊['AMERICA'])X(customer𝜎c_region∊['AMERICA']))X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']));6.8116841316223145;5769598131
[5 0 6 3 1 4 2];(((((lineorderXcustomer)Xdate)X(supplier𝜎s_region∊['AMERICA']))𝜎c_region∊['AMERICA'])X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']));6.2760419845581055;5431869691
[0 4 3 5 1 6 2];(((((lineorderXcustomer)𝜎c_region∊['AMERICA'])Xdate)X(supplier𝜎s_region∊['AMERICA']))X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']));3.2192325592041016;3377460364
[4 0 5 1 3 6 2];((((lineorderX(customer𝜎c_region∊['AMERICA']))X(supplier𝜎s_region∊['AMERICA']))Xdate)X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']));0.7609560489654541;1337168892
[5 2 6 4 1 0 3];(((((lineorderXpart)𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])X(supplier𝜎s_region∊['AMERICA']))X(customer𝜎c_region∊['AMERICA']))Xdate);3.6809065341949463;3473394844
[1 0 5 4 2 6 3];(((((((lineorderXsupplier)Xcustomer)𝜎s_region∊['AMERICA'])𝜎c_region∊['AMERICA'])Xpart)𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])Xdate);6.854864120483398;4433559493
[1 0 4 3 2 5 6];(((((((lineorderXsupplier)Xcustomer)𝜎c_region∊['AMERICA'])Xdate)Xpart)𝜎s_region∊['AMERICA'])𝜎p_mfgr∊['MFGR#1', 'MFGR#2']);8.463027954101562;4433559493
[5 6 4 3 0 1 2];((((lineorderXdate)X(customer𝜎c_region∊['AMERICA']))X(supplier𝜎s_region∊['AMERICA']))X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']));2.616245746612549;4232064332
[6 5 1 3 2 0 4];(((((lineorderX(supplier𝜎s_region∊['AMERICA']))Xdate)X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))Xcustomer)𝜎c_region∊['AMERICA']);1.5079219341278076;1287704016
[4 2 1 3 6 0 5];((((((lineorderXpart)Xsupplier)Xdate)𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])X(customer𝜎c_region∊['AMERICA']))𝜎s_region∊['AMERICA']);13.75532865524292;6578102992
[6 3 1 5 2 4 0];(((((lineorderXdate)Xsupplier)𝜎s_region∊['AMERICA'])X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))X(customer𝜎c_region∊['AMERICA']));6.85090970993042;5769597747
[5 0 6 1 3 2 4];(((((lineorderXcustomer)X(supplier𝜎s_region∊['AMERICA']))Xdate)X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))𝜎c_region∊['AMERICA']);3.4802045822143555;3377373830
[4 3 5 2 0 1 6];(((((lineorderXdate)Xpart)X(customer𝜎c_region∊['AMERICA']))X(supplier𝜎s_region∊['AMERICA']))𝜎p_mfgr∊['MFGR#1', 'MFGR#2']);7.219707012176514;5968058349
[5 3 1 2 0 6 4];((((((lineorderXdate)X(supplier𝜎s_region∊['AMERICA']))Xpart)Xcustomer)𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])𝜎c_region∊['AMERICA']);4.283706426620483;4241548018
[3 6 0 4 1 2 5];((((((lineorderXdate)Xcustomer)𝜎c_region∊['AMERICA'])Xsupplier)X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))𝜎s_region∊['AMERICA']);7.104343414306641;5865617051
[1 3 4 6 0 2 5];(((((lineorderXsupplier)Xdate)X(customer𝜎c_region∊['AMERICA']))X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))𝜎s_region∊['AMERICA']);6.9082982540130615;5297732795
[4 5 1 3 0 2 6];(((((lineorderX(supplier𝜎s_region∊['AMERICA']))Xdate)X(customer𝜎c_region∊['AMERICA']))Xpart)𝜎p_mfgr∊['MFGR#1', 'MFGR#2']);1.1913273334503174;1294212628
[1 4 0 3 5 6 2];(((((lineorderXsupplier)X(customer𝜎c_region∊['AMERICA']))Xdate)𝜎s_region∊['AMERICA'])X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']));3.450338125228882;3281441684
[5 1 0 6 2 4 3];(((((lineorderX(supplier𝜎s_region∊['AMERICA']))Xcustomer)X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))𝜎c_region∊['AMERICA'])Xdate);1.2552001476287842;1295700060
[3 5 2 4 6 1 0];(((((lineorderXdate)Xpart)𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])X(supplier𝜎s_region∊['AMERICA']))X(customer𝜎c_region∊['AMERICA']));7.836914539337158;5969546287
[6 4 0 3 2 5 1];((((lineorderX(customer𝜎c_region∊['AMERICA']))Xdate)X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))X(supplier𝜎s_region∊['AMERICA']));1.2933735847473145;1329173074
[1 2 6 3 5 4 0];((((((lineorderXsupplier)Xpart)𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])Xdate)𝜎s_region∊['AMERICA'])X(customer𝜎c_region∊['AMERICA']));9.272123575210571;4529579925
[1 6 5 4 0 2 3];(((((lineorderXsupplier)𝜎s_region∊['AMERICA'])X(customer𝜎c_region∊['AMERICA']))X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))Xdate);2.614445209503174;3281441588
[6 3 1 4 5 2 0];(((((lineorderXdate)Xsupplier)𝜎s_region∊['AMERICA'])X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))X(customer𝜎c_region∊['AMERICA']));6.807345390319824;5769597619
[5 4 2 3 1 6 0];(((((lineorderXpart)Xdate)X(supplier𝜎s_region∊['AMERICA']))𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])X(customer𝜎c_region∊['AMERICA']));7.447051525115967;5569928897
[4 1 3 0 2 6 5];((((((lineorderXsupplier)Xdate)X(customer𝜎c_region∊['AMERICA']))Xpart)𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])𝜎s_region∊['AMERICA']);7.596465826034546;5296244633
[2 6 5 1 0 4 3];((((((lineorderXpart)𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])X(supplier𝜎s_region∊['AMERICA']))Xcustomer)𝜎c_region∊['AMERICA'])Xdate);3.808943033218384;3473481588
[6 4 5 2 0 1 3];((((lineorderX(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))X(customer𝜎c_region∊['AMERICA']))X(supplier𝜎s_region∊['AMERICA']))Xdate);1.3032116889953613;1879280428
[6 4 3 2 0 5 1];((((lineorderXdate)X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))X(customer𝜎c_region∊['AMERICA']))X(supplier𝜎s_region∊['AMERICA']));3.834646463394165;4232151068
[3 2 5 6 4 1 0];(((((lineorderXdate)Xpart)𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])X(supplier𝜎s_region∊['AMERICA']))X(customer𝜎c_region∊['AMERICA']));7.843144178390503;5969633071
[3 6 4 1 2 0 5];(((((lineorderXdate)Xsupplier)X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))X(customer𝜎c_region∊['AMERICA']))𝜎s_region∊['AMERICA']);8.390735149383545;5768110621
[2 5 3 4 1 0 6];(((((lineorderXpart)Xdate)X(supplier𝜎s_region∊['AMERICA']))X(customer𝜎c_region∊['AMERICA']))𝜎p_mfgr∊['MFGR#1', 'MFGR#2']);7.326306104660034;5571417515
[5 0 3 6 1 4 2];(((((lineorderXcustomer)Xdate)X(supplier𝜎s_region∊['AMERICA']))𝜎c_region∊['AMERICA'])X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']));6.140970230102539;5439865617
[5 0 3 4 6 1 2];(((((lineorderXcustomer)Xdate)𝜎c_region∊['AMERICA'])X(supplier𝜎s_region∊['AMERICA']))X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']));6.2878968715667725;5439865505
[0 4 2 5 3 1 6];((((((lineorderXcustomer)𝜎c_region∊['AMERICA'])Xpart)Xdate)X(supplier𝜎s_region∊['AMERICA']))𝜎p_mfgr∊['MFGR#1', 'MFGR#2']);3.878264904022217;3377460364
[3 0 6 2 1 5 4];((((((lineorderXdate)Xcustomer)X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))Xsupplier)𝜎s_region∊['AMERICA'])𝜎c_region∊['AMERICA']);10.108446836471558;5873612789
[2 6 3 0 4 5 1];((((((lineorderXpart)𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])Xdate)Xcustomer)𝜎c_region∊['AMERICA'])X(supplier𝜎s_region∊['AMERICA']));6.635530948638916;3473481588
[5 6 1 3 4 0 2];((((lineorderX(supplier𝜎s_region∊['AMERICA']))Xdate)X(customer𝜎c_region∊['AMERICA']))X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']));1.074406385421753;1287704184
[5 6 3 1 4 0 2];((((lineorderXdate)X(supplier𝜎s_region∊['AMERICA']))X(customer𝜎c_region∊['AMERICA']))X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']));2.694685697555542;4233551820
[1 6 3 4 0 5 2];(((((lineorderXsupplier)Xdate)X(customer𝜎c_region∊['AMERICA']))𝜎s_region∊['AMERICA'])X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']));6.835347652435303;5289736679
[0 4 6 5 3 2 1];(((((lineorderXcustomer)𝜎c_region∊['AMERICA'])Xdate)X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))X(supplier𝜎s_region∊['AMERICA']));3.333958387374878;3377460364
[0 5 1 3 4 2 6];((((((lineorderXcustomer)X(supplier𝜎s_region∊['AMERICA']))Xdate)𝜎c_region∊['AMERICA'])Xpart)𝜎p_mfgr∊['MFGR#1', 'MFGR#2']);3.5042500495910645;3377460364
[5 1 4 6 3 0 2];((((lineorderX(supplier𝜎s_region∊['AMERICA']))Xdate)X(customer𝜎c_region∊['AMERICA']))X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']));1.063535451889038;1295700214
[1 4 3 6 0 5 2];(((((lineorderXsupplier)Xdate)X(customer𝜎c_region∊['AMERICA']))𝜎s_region∊['AMERICA'])X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']));6.710890769958496;5296245029
[4 0 2 5 1 6 3];(((((lineorderX(customer𝜎c_region∊['AMERICA']))Xpart)X(supplier𝜎s_region∊['AMERICA']))𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])Xdate);1.1690502166748047;1337168950
[5 0 2 1 6 3 4];((((((lineorderXcustomer)Xpart)X(supplier𝜎s_region∊['AMERICA']))𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])Xdate)𝜎c_region∊['AMERICA']);7.637385845184326;4671712879
[5 0 2 3 6 4 1];((((((lineorderXcustomer)Xpart)Xdate)𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])𝜎c_region∊['AMERICA'])X(supplier𝜎s_region∊['AMERICA']));13.724143028259277;6721723128
[6 3 0 2 5 4 1];(((((lineorderXdate)Xcustomer)X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))𝜎c_region∊['AMERICA'])X(supplier𝜎s_region∊['AMERICA']));8.097539901733398;5865616453
[4 6 3 2 1 5 0];(((((lineorderXdate)X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))Xsupplier)𝜎s_region∊['AMERICA'])X(customer𝜎c_region∊['AMERICA']));5.530289649963379;4232151126
[6 5 0 2 3 4 1];(((((lineorderXcustomer)X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))Xdate)𝜎c_region∊['AMERICA'])X(supplier𝜎s_region∊['AMERICA']));5.666128158569336;3369377786
[1 4 2 5 6 3 0];((((((lineorderXsupplier)Xpart)𝜎s_region∊['AMERICA'])𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])Xdate)X(customer𝜎c_region∊['AMERICA']));7.047282934188843;4528092479
[1 5 0 3 2 4 6];(((((((lineorderXsupplier)𝜎s_region∊['AMERICA'])Xcustomer)Xdate)Xpart)𝜎c_region∊['AMERICA'])𝜎p_mfgr∊['MFGR#1', 'MFGR#2']);4.501127004623413;3281441588
[3 0 5 4 2 6 1];((((((lineorderXdate)Xcustomer)𝜎c_region∊['AMERICA'])Xpart)𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])X(supplier𝜎s_region∊['AMERICA']));7.200650691986084;5873612789
[4 2 0 5 6 1 3];(((((lineorderXpart)X(customer𝜎c_region∊['AMERICA']))𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])X(supplier𝜎s_region∊['AMERICA']))Xdate);3.200733184814453;3471994092
[1 0 2 3 6 4 5];(((((((lineorderXsupplier)Xcustomer)Xpart)Xdate)𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])𝜎c_region∊['AMERICA'])𝜎s_region∊['AMERICA']);20.931631088256836;7729896431
[4 1 6 5 0 3 2];(((((lineorderXsupplier)𝜎s_region∊['AMERICA'])X(customer𝜎c_region∊['AMERICA']))Xdate)X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']));2.699551582336426;3279954340
[5 1 3 6 0 2 4];(((((lineorderX(supplier𝜎s_region∊['AMERICA']))Xdate)Xcustomer)X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))𝜎c_region∊['AMERICA']);1.831974983215332;1306084571
[1 4 6 2 3 5 0];(((((lineorderXsupplier)X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))Xdate)𝜎s_region∊['AMERICA'])X(customer𝜎c_region∊['AMERICA']));5.399526119232178;3281441861
[0 4 2 6 5 1 3];((((((lineorderXcustomer)𝜎c_region∊['AMERICA'])Xpart)𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])X(supplier𝜎s_region∊['AMERICA']))Xdate);3.3126659393310547;3377460364
[6 1 0 2 4 3 5];((((((lineorderXsupplier)Xcustomer)X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))𝜎c_region∊['AMERICA'])Xdate)𝜎s_region∊['AMERICA']);8.752016067504883;4425563185
[0 1 3 2 5 6 4];(((((((lineorderXcustomer)Xsupplier)Xdate)Xpart)𝜎s_region∊['AMERICA'])𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])𝜎c_region∊['AMERICA']);20.762396097183228;8128024747
[5 3 2 0 6 1 4];((((((lineorderXdate)Xpart)Xcustomer)𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])X(supplier𝜎s_region∊['AMERICA']))𝜎c_region∊['AMERICA']);14.29315996170044;7155382012
[6 4 3 1 5 0 2];(((((lineorderXdate)Xsupplier)𝜎s_region∊['AMERICA'])X(customer𝜎c_region∊['AMERICA']))X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']));6.6721179485321045;5768109665
[6 2 1 3 0 5 4];((((((lineorderX(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))Xsupplier)Xdate)Xcustomer)𝜎s_region∊['AMERICA'])𝜎c_region∊['AMERICA']);6.001541376113892;3265606298
[2 4 6 5 0 3 1];(((((lineorderXpart)𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])X(customer𝜎c_region∊['AMERICA']))Xdate)X(supplier𝜎s_region∊['AMERICA']));3.7113142013549805;3473481588
[1 0 3 6 5 2 4];((((((lineorderXsupplier)Xcustomer)Xdate)𝜎s_region∊['AMERICA'])X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))𝜎c_region∊['AMERICA']);12.45916485786438;6448039400
[3 0 5 2 4 6 1];((((((lineorderXdate)Xcustomer)Xpart)𝜎c_region∊['AMERICA'])𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])X(supplier𝜎s_region∊['AMERICA']));12.850777626037598;7119852360
[2 6 4 5 3 0 1];(((((lineorderXpart)𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])Xdate)X(customer𝜎c_region∊['AMERICA']))X(supplier𝜎s_region∊['AMERICA']));4.5635857582092285;3473481492
[3 2 0 5 4 1 6];((((((lineorderXdate)Xpart)Xcustomer)𝜎c_region∊['AMERICA'])X(supplier𝜎s_region∊['AMERICA']))𝜎p_mfgr∊['MFGR#1', 'MFGR#2']);13.374617099761963;7155469278
[0 5 3 4 6 2 1];(((((lineorderXcustomer)Xdate)𝜎c_region∊['AMERICA'])X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))X(supplier𝜎s_region∊['AMERICA']));6.320330619812012;5439865913
[3 0 2 5 6 1 4];((((((lineorderXdate)Xcustomer)Xpart)𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])X(supplier𝜎s_region∊['AMERICA']))𝜎c_region∊['AMERICA']);13.423576354980469;7119939248
[6 4 1 2 0 5 3];(((((lineorderXsupplier)X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))X(customer𝜎c_region∊['AMERICA']))𝜎s_region∊['AMERICA'])Xdate);3.764983892440796;3271958522
[1 6 0 4 2 5 3];((((((lineorderXsupplier)Xcustomer)𝜎c_region∊['AMERICA'])X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))𝜎s_region∊['AMERICA'])Xdate);6.81892466545105;4425563755
[1 4 3 6 0 2 5];(((((lineorderXsupplier)Xdate)X(customer𝜎c_region∊['AMERICA']))X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))𝜎s_region∊['AMERICA']);6.694249153137207;5296244913
[2 6 5 1 0 3 4];((((((lineorderXpart)𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])X(supplier𝜎s_region∊['AMERICA']))Xcustomer)Xdate)𝜎c_region∊['AMERICA']);3.9725534915924072;3473481588
[0 4 3 6 1 2 5];((((((lineorderXcustomer)𝜎c_region∊['AMERICA'])Xdate)Xsupplier)X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))𝜎s_region∊['AMERICA']);3.9837310314178467;3377460460
[3 5 6 2 1 0 4];(((((lineorderXdate)X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))X(supplier𝜎s_region∊['AMERICA']))Xcustomer)𝜎c_region∊['AMERICA']);4.036709547042847;4241634608
[3 5 2 1 0 6 4];((((((lineorderXdate)Xpart)X(supplier𝜎s_region∊['AMERICA']))Xcustomer)𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])𝜎c_region∊['AMERICA']);7.980402708053589;5969546683
[0 5 6 3 1 2 4];(((((lineorderXcustomer)Xdate)X(supplier𝜎s_region∊['AMERICA']))X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))𝜎c_region∊['AMERICA']);6.146745204925537;5431870169
[1 4 0 6 3 5 2];(((((lineorderXsupplier)X(customer𝜎c_region∊['AMERICA']))Xdate)𝜎s_region∊['AMERICA'])X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']));3.4444875717163086;3281441684
[4 1 6 5 2 0 3];(((((lineorderXsupplier)𝜎s_region∊['AMERICA'])X(part𝜎p_mfgr∊['MFGR#1', 'MFGR#2']))X(customer𝜎c_region∊['AMERICA']))Xdate);2.672858476638794;3279954302
[2 6 0 1 4 3 5];(((((((lineorderXpart)𝜎p_mfgr∊['MFGR#1', 'MFGR#2'])Xcustomer)Xsupplier)𝜎c_region∊['AMERICA'])Xdate)𝜎s_region∊['AMERICA']);6.625060081481934;3473481492
